"","EU_BEFORE_MAY2004","ALL","2008","3.16"
"","EU_BEFORE_MAY2004","ALL","2009","3.29"
"","EU_BEFORE_MAY2004","ALL","2010","3.48"
"","EU_BEFORE_MAY2004","ALL","2011","3.85"
"","EU_BEFORE_MAY2004","ALL","2012","3.51"
"","EU_MEMBERS","ALL","1980","5.8"
"","EU_MEMBERS","ALL","1981","5.22"
"","EU_MEMBERS","ALL","1982","5.02"
"","EU_MEMBERS","ALL","1983","5.35"
"","EU_MEMBERS","ALL","1984","5.04"
"","EU_MEMBERS","ALL","1985","4.08"
"","EU_MEMBERS","ALL","1986","3.88"
"","EU_MEMBERS","ALL","1987","3.55"
"","EU_MEMBERS","ALL","1988","3.1"
"","EU_MEMBERS","ALL","1989","3.26"
"","EU_MEMBERS","ALL","1990","3.38"
"","EU_MEMBERS","ALL","1991","3.61"
"","EU_MEMBERS","ALL","1992","3.63"
"","EU_MEMBERS","ALL","1993","3.75"
"","EU_MEMBERS","ALL","1994","4.72"
"","EU_MEMBERS","ALL","1995","5.36"
"","EU_MEMBERS","ALL","1996","5.57"
"","EU_MEMBERS","ALL","1997","5.24"
"","EU_MEMBERS","ALL","1998","5.21"
"","EU_MEMBERS","ALL","1999","4.83"
"","EU_MEMBERS","ALL","2000","4.93"
"","EU_MEMBERS","ALL","2001","5.73"
"","EU_MEMBERS","ALL","2002","7.31"
"","EU_MEMBERS","ALL","2003","6.57"
"","EU_MEMBERS","ALL","2004","6.45"
"","EU_MEMBERS","ALL","2005","5.57"
"","EU_MEMBERS","ALL","2006","4.38"
"","EU_MEMBERS","ALL","2007","4.39"
"","EU_MEMBERS","ALL","2008","4.19"
"","EU_MEMBERS","ALL","2009","4.18"
"","EU_MEMBERS","ALL","2010","4.03"
"","EU_MEMBERS","ALL","2011","3.71"
"","EU_MEMBERS","ALL","2012","3.85"
"","EU_MEMBERS","ALL","2013","3.75"
"FIN","","ALL","1993","0.95"
"FIN","","ALL","1994","1.24"
"FIN","","ALL","1995","3.31"
"FIN","","ALL","1996","4.27"
